157 1 1.2557 3 1 5 -9999 -9999 -9999 3 3 5 "AT1276"
158 1 1.2557 2 2 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1279"
159 1 0.8371 4 2 3 -9999 -9999 -9999 3 2 3 "AT128"
160 1 1.2557 3 1 1 -9999 -9999 -9999 1 1 5 "AT1280"
161 1 2.0928 5 1 5 1 5 1 -9999 -9999 -9999 "AT1281"
162 1 2.5113 3 2 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1282"
163 1 2.5113 3 3 2 4 3 3 -9999 -9999 -9999 "AT1285"
164 1 0.4186 2 2 3 -9999 -9999 -9999 3 3 3 "AT1286"
165 1 0.4186 1 1 1 1 1 1 -9999 -9999 -9999 "AT1288"
166 1 2.0928 3 2 5 3 4 2 -9999 -9999 -9999 "AT1290"
167 1 1.6742 3 2 2 3 2 2 -9999 -9999 -9999 "AT1291"
168 1 0.4186 5 1 5 -9999 -9999 -9999 5 1 5 "AT1292"
169 1 0.8371 5 1 5 1 3 1 -9999 -9999 -9999 "AT1294"
170 1 0.8371 2 2 4 -9999 -9999 -9999 3 4 4 "AT1297"
171 1 0.4186 2 2 3 -9999 -9999 -9999 1 1 5 "AT1298"
172 1 1.2557 2 2 2 -9999 -9999 -9999 3 3 3 "AT1299"
173 1 0.8371 2 2 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT13"
174 1 1.2557 2 2 5 -9999 -9999 -9999 2 1 5 "AT130"
175 1 0.4186 1 2 2 1 2 2 -9999 -9999 -9999 "AT1300"
176 1 1.6742 2 4 3 2 3 2 -9999 -9999 -9999 "AT1301"
177 1 1.2557 2 2 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1302"
178 1 0.8371 1 1 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1303"
179 1 0.8371 2 3 4 3 3 1 -9999 -9999 -9999 "AT1305"
180 1 0.8371 2 2 5 2 3 2 -9999 -9999 -9999 "AT1310"
181 1 1.6742 2 2 4 2 3 2 -9999 -9999 -9999 "AT1313"
182 1 0.8371 3 2 3 -9999 3 3 -9999 -9999 -9999 "AT1314"
183 1 2.5113 4 2 4 -9999 -9999 -9999 -9999 -9999 -9999 "AT1315"
184 1 1.6742 2 1 5 -9999 -9999 -9999 2 1 5 "AT1316"
185 1 1.6742 1 5 1 -9999 -9999 -9999 1 3 1 "AT1317"
186 1 2.0928 5 1 5 -9999 -9999 -9999 5 1 5 "AT1323"
187 1 1.6742 4 2 4 -9999 -9999 -9999 -9999 -9999 -9999 "AT1324"
188 1 1.2557 3 2 3 2 3 3 -9999 -9999 -9999 "AT1328"
189 1 1.6742 4 1 4 2 3 2 -9999 -9999 -9999 "AT1330"
190 1 1.2557 2 2 3 1 1 4 -9999 -9999 -9999 "AT1334"
191 1 0.4186 1 5 1 -9999 -9999 -9999 1 5 1 "AT1336"
192 1 0.4186 5 1 5 -9999 -9999 -9999 -9999 -9999 -9999 "AT1337"
193 1 0.8371 3 2 4 -9999 -9999 -9999 4 2 4 "AT134"
194 1 1.2557 2 1 4 -9999 -9999 -9999 3 5 4 "AT1340"
195 1 1.6742 2 3 1 2 2 2 -9999 -9999 -9999 "AT1342"
196 1 0.8371 1 3 5 -9999 -9999 -9999 -9999 -9999 -9999 "AT1346"
197 1 2.9299 2 1 4 -9999 -9999 -9999 2 1 4 "AT1348"
198 1 0.8371 5 4 1 1 4 1 -9999 -9999 -9999 "AT135"
199 1 1.6742 2 4 4 3 3 2 -9999 -9999 -9999 "AT1350"
200 1 1.6742 3 1 4 -9999 -9999 -9999 2 2 5 "AT1351"
