     1.000      4.000      1.000      3.000      1.000      2.000      1.566   4346.000  3
     2.000      0.000      4.000      1.000      4.000      0.000      0.522   4347.000  3
     1.000      1.000      2.000      3.000      2.000      3.000      1.044   4351.000  3
     0.000      2.000      4.000 *               2.000      0.000      1.052   4352.000  3
     2.000      3.000      1.000      1.000      1.000      2.000      1.044   4360.000  3
     2.000      1.000      2.000      2.000      3.000      2.000      1.044   4362.000  3
     1.000      1.000      3.000      1.000      2.000      1.000      0.522   4363.000  3
     0.000      1.000      1.000      3.000      2.000      4.000      2.088   4367.000  3
     1.000      1.000      2.000 *               1.000      0.000      1.052   4371.000  3
     1.000      1.000      2.000      3.000      3.000      2.000      0.522   4374.000  3
     1.000      1.000      3.000      1.000      3.000      1.000      1.044   4375.000  3
     1.000      2.000      3.000      3.000      1.000      2.000      0.522   4376.000  3
     1.000      1.000      1.000      3.000      1.000      1.000      2.088   4377.000  3
     1.000      1.000      2.000      3.000      1.000      2.000      1.044   4378.000  3
     0.000      1.000      3.000 *               2.000      1.000      1.052   4382.000  3
     3.000      1.000      2.000      3.000      2.000      1.000      1.044   4383.000  3
     1.000      1.000      1.000      1.000      2.000      3.000      1.044   4386.000  3
     2.000      0.000      2.000      1.000      3.000      1.000      0.522   4388.000  3
     1.000      0.000      3.000      3.000      1.000      1.000      1.044   4399.000  3
     3.000      1.000      2.000      1.000      3.000      1.000      1.044   4400.000  3
     0.000      1.000      2.000      3.000      2.000      2.000      1.044   4402.000  3
     1.000      3.000      1.000      3.000      0.000      3.000      1.566   4403.000  3
     1.000      1.000      2.000      4.000      3.000      1.000      1.044   4411.000  3
     2.000      1.000      1.000      1.000      2.000      3.000      0.522   4420.000  3
     1.000      2.000      3.000      3.000      1.000      3.000      1.044   4427.000  3
     3.000      0.000      3.000 *               4.000      0.000      1.044   4430.000  3
     0.000      1.000      1.000 *               1.000      3.000      0.522   4431.000  3
     2.000      2.000      2.000 *               2.000      1.000      1.044   4432.000  3
     0.000      0.000      4.000 *               4.000      0.000      0.522   4435.000  3
     1.000      0.000      3.000 *               4.000      0.000      0.526   4436.000  3
     3.000      1.000      0.000 *               3.000      1.000      0.522   4437.000  3
     3.000      0.000      0.000 *               3.000      1.000      0.522   4440.000  3
     3.000      1.000      1.000 *               1.000      0.000      1.044   4442.000  3
     2.000      0.000      4.000 *               4.000      0.000      2.088   4447.000  3
     2.000      2.000      2.000 *               2.000      1.000      0.522   4449.000  3
     2.000      1.000      2.000      3.000      3.000      2.000      2.088   4451.000  3
     0.000      2.000      0.000      4.000      0.000      3.000      0.526   4452.000  3
     4.000      1.000      3.000 *               3.000      1.000      1.052   4455.000  3
     4.000      0.000      4.000      2.000      2.000      1.000      0.526   4458.000  3
     1.000      1.000      2.000      2.000      1.000      1.000      1.053   4460.000  3
     0.000      1.000      2.000      2.000      3.000      2.000      0.526   4462.000  3
     1.000      0.000      3.000      1.000      2.000      1.000      2.106   4468.000  3
     0.000      3.000      0.000      4.000      0.000      3.000      0.526   4470.000  3
     2.000      1.000      3.000      2.000      3.000      1.000      0.526   4475.000  3
     3.000      0.000      3.000 *               4.000      0.000      0.526   4479.000  3
     3.000      1.000      3.000      1.000      3.000      1.000      0.526   4480.000  3
     1.000      1.000      1.000      1.000      1.000      3.000      1.053   4487.000  3
     1.000      1.000      3.000      3.000      3.000      1.000      1.053   4488.000  3
     3.000      1.000      4.000      1.000      3.000      1.000      1.053   4489.000  3
     4.000      0.000      4.000 *               4.000      4.000      1.052   4492.000  3
     1.000      1.000      2.000 *               3.000      2.000      0.492   4493.000  3
     1.000      1.000      4.000      2.000      4.000      0.000      0.526   4496.000  3
     3.000      1.000      3.000 *               3.000      1.000      1.052   4505.000  3
     1.000      1.000      3.000      3.000      3.000      1.000      0.526   4507.000  3
     1.000      1.000      4.000      2.000      3.000      4.000      1.053   4509.000  3
     2.000      1.000      3.000      1.000      3.000      1.000      2.106   4513.000  3
     3.000      1.000      3.000      3.000      3.000      1.000      1.053   4518.000  3
     1.000      1.000      1.000      3.000      3.000      3.000      1.053   4519.000  3
     1.000      3.000      1.000      3.000      1.000      2.000      0.526   4525.000  3
     1.000      3.000      1.000      3.000      2.000      3.000      1.053   4527.000  3
     1.000      1.000      3.000      2.000      3.000      1.000      1.053   4530.000  3
     4.000      1.000      4.000      1.000      3.000      1.000      2.632   4534.000  3
     0.000      1.000      2.000 *               3.000      1.000      2.104   4536.000  3
     1.000      1.000      3.000      3.000      3.000      1.000      1.053   4538.000  3
     1.000      0.000      3.000      1.000      3.000      0.000      0.526   4539.000  3
     2.000      1.000      3.000      2.000      3.000      1.000      2.632   4540.000  3
     1.000      1.000      1.000      3.000      1.000      3.000      1.053   4542.000  3
     1.000      1.000      3.000      1.000      1.000      3.000      1.053   4548.000  3
     0.000      0.000      2.000      4.000      2.000      1.000      0.526   4549.000  3
     2.000      1.000      1.000      1.000      2.000      2.000      1.579   4550.000  3
     1.000      0.000      4.000      1.000      3.000      0.000      1.053   4553.000  3
     1.000      1.000      0.000      1.000      1.000      1.000      1.053   4554.000  3
     2.000      1.000      3.000      2.000      2.000      3.000      0.526   4555.000  3
     2.000      2.000      3.000      2.000      2.000      2.000      0.526   4559.000  3
     4.000      0.000      4.000      1.000      3.000      0.000      0.526   4566.000  3
     0.000      0.000      3.000      2.000      3.000      1.000      1.579   4571.000  3
     3.000      1.000      3.000      1.000      2.000      4.000      2.632   4572.000  3
     2.000      1.000      4.000      2.000      2.000      1.000      0.526   4573.000  3
     2.000      0.000      4.000      2.000      4.000      4.000      0.526   4576.000  3
     1.000      0.000      1.000      3.000      2.000      3.000      2.106   4582.000  3
     2.000      2.000      1.000      1.000      1.000      2.000      1.053   4584.000  3
     3.000      0.000      2.000      1.000      3.000      3.000      1.053   4585.000  3
     0.000      0.000      2.000      2.000      1.000      2.000      0.526   4586.000  3
     2.000      2.000      2.000      2.000      2.000      2.000      1.053   4592.000  3
     2.000      1.000      2.000      3.000      3.000      1.000      0.526   4595.000  3
     1.000      1.000      1.000      3.000      2.000      3.000      1.053   4596.000  3
     1.000      1.000      2.000      2.000      3.000      1.000      1.053   4598.000  3
     3.000      1.000      3.000      3.000      3.000      1.000      0.526   4609.000  3
     2.000      2.000      2.000 *               2.000      2.000      1.475   4610.000  3
     0.000      3.000      2.000 *               0.000      0.000      1.052   4611.000  3
     1.000      0.000      3.000 *               3.000      1.000      1.052   4617.000  3
     1.000      0.000      3.000      1.000      3.000      3.000      1.053   4618.000  3
     2.000      0.000      4.000      2.000      4.000      0.000      0.526   4626.000  3
     0.000      3.000      0.000      4.000      0.000      3.000      1.053   4627.000  3
     1.000      1.000      1.000      3.000      1.000      2.000      0.526   4630.000  3
     1.000      1.000      3.000      1.000      2.000      1.000      1.053   4631.000  3
     2.000      1.000      2.000      1.000      3.000      1.000      0.526   4638.000  3
     2.000      1.000      2.000      1.000      3.000      1.000      0.526   4639.000  3
     2.000      2.000      2.000      2.000      2.000      2.000      0.526   4648.000  3
     2.000      1.000      3.000      3.000      3.000      1.000      1.053   4649.000  3
     2.000      1.000      3.000      1.000      2.000      1.000      0.526   4653.000  3
     0.000      2.000      2.000      3.000      1.000      2.000      0.526   4659.000  3
     2.000      2.000      3.000      1.000      3.000      2.000      0.526   4660.000  3
     1.000      0.000      2.000      2.000      2.000      1.000      1.579   4661.000  3
     1.000      1.000      3.000      3.000      2.000      2.000      1.053   4662.000  3
     3.000      1.000      2.000      3.000      3.000      1.000      0.526   4663.000  3
     2.000      3.000 *               1.000      0.000      3.000      1.053   4664.000  3
     0.000      0.000      3.000 *               3.000      0.000      0.526   4665.000  3
     2.000      2.000      2.000      2.000      2.000      2.000      1.053   4666.000  3
     4.000      0.000      4.000      0.000      4.000      0.000      1.053   4668.000  3
     1.000      1.000      3.000      1.000      3.000      3.000      2.106   4670.000  3
     2.000      2.000      4.000      1.000      2.000      2.000      0.526   4676.000  3
     0.000      1.000      0.000      4.000      1.000      3.000      0.526   4677.000  3
     1.000      1.000      2.000      3.000      1.000      2.000      1.053   4686.000  3
     2.000      1.000      3.000      2.000      4.000      1.000      1.053   4692.000  3
     1.000      0.000      4.000 *               2.000      0.000      0.526   4693.000  3
     2.000      1.000      4.000 *               2.000      0.000      2.104   4695.000  3
     0.000      4.000      0.000      0.000      4.000      0.000      1.579   4696.000  3
     0.000      1.000      2.000 *               1.000      3.000      1.052   4698.000  3
     1.000      1.000      2.000      1.000      0.000      1.000      1.053   4700.000  3
     1.000      3.000      1.000      3.000      1.000      3.000      1.579   4701.000  3
     1.000      2.000      2.000      2.000      3.000      2.000      2.106   4703.000  3
     3.000      1.000      1.000      0.000      0.000      3.000      2.106   4706.000  3
     1.000      0.000      1.000      1.000      3.000      3.000      1.053   4707.000  3
     2.000      1.000      3.000      1.000      3.000      0.000      0.526   4710.000  3
     0.000      1.000      1.000 *               3.000      1.000      1.052   4711.000  3
     1.000      3.000      0.000      1.000      1.000      1.000      0.526   4712.000  3
     0.000      1.000      3.000      4.000      3.000      1.000      0.526   4718.000  3
     0.000      0.000      3.000      4.000      4.000      0.000      0.526   4720.000  3
     0.000      0.000      0.000      4.000      4.000      4.000      1.053   4721.000  3
     1.000      2.000      3.000      1.000      3.000      1.000      1.053   4725.000  3
     2.000      2.000      3.000      3.000      1.000      1.000      1.053   4727.000  3
     0.000      0.000      2.000      4.000      4.000      2.000      0.526   4729.000  3
     1.000      3.000      1.000      3.000      1.000      3.000      1.579   4731.000  3
     1.000      1.000      3.000      3.000      3.000      0.000      1.579   4734.000  3
     4.000      0.000      3.000 *               3.000      1.000      0.492   4739.000  3
     0.000      3.000 *               0.000      0.000 *               1.053   4740.000  3
     1.000      1.000      0.000      3.000      1.000      3.000      1.053   4741.000  3
     1.000      1.000      3.000      2.000      2.000      0.000      2.106   4744.000  3
     2.000      2.000      2.000      2.000      2.000      2.000      1.053   4755.000  3
     1.000      3.000      1.000      3.000      1.000      3.000      0.526   4756.000  3
     2.000      0.000      3.000      3.000      2.000      1.000      0.526   4760.000  3
     1.000      2.000      3.000      3.000      1.000      3.000      2.106   4761.000  3
     1.000      1.000      3.000 *               4.000      0.000      1.052   4766.000  3
     4.000      1.000      4.000      0.000      4.000      0.000      0.526   4769.000  3
     0.000      0.000      0.000      3.000      1.000      1.000      1.053   4772.000  3
     0.000      1.000      0.000      1.000      1.000      3.000      0.526   4774.000  3
     0.000      4.000      2.000      3.000      1.000      3.000      1.053   4776.000  3
     0.000      3.000      1.000      3.000      1.000      3.000      1.053   4780.000  3
     2.000      1.000      4.000      2.000      4.000      0.000      2.632   4785.000  3
     2.000      0.000      4.000      2.000      3.000      0.000      1.053   4787.000  3
     0.000      2.000      0.000      3.000      0.000      0.000      1.044   4788.000  3
     2.000      0.000      4.000 *               4.000      0.000      0.983   4790.000  3
     0.000      0.000      1.000      3.000      1.000      3.000      1.044   4795.000  3
     1.000      2.000      3.000      1.000      1.000      1.000      1.044   4797.000  3
     1.000      1.000      2.000      3.000      1.000      2.000      1.044   4804.000  3
     1.000      1.000      2.000      3.000      2.000      2.000      1.044   4806.000  3
     1.000      1.000      3.000      3.000      3.000      1.000      1.044   4809.000  3
     1.000      3.000      1.000      1.000      1.000      3.000      1.566   4813.000  3
     0.000      3.000      0.000      1.000      0.000      3.000      0.522   4814.000  3
     1.000      2.000      1.000      1.000      1.000      3.000      1.044   4816.000  3
     1.000      1.000      1.000      2.000      1.000      3.000      1.044   4817.000  3
     2.000      0.000      1.000      1.000      2.000      3.000      1.566   4823.000  3
     1.000      1.000      2.000      2.000      2.000      1.000      2.088   4824.000  3
*          *          *               2.000 *          *               1.044   4825.000  3
*               1.000      2.000      2.000      2.000      2.000      0.522   4827.000  3
     3.000      2.000      2.000      3.000      2.000      1.000      0.522   4829.000  3
     2.000      2.000      3.000      2.000      2.000      0.000      2.088   4840.000  3
     2.000      1.000      3.000      1.000      1.000      1.000      1.044   4841.000  3
     0.000      2.000      2.000      3.000      1.000      2.000      1.044   4842.000  3
     2.000      0.000      3.000 *               3.000      1.000      0.492   4843.000  3
     1.000      2.000      3.000 *               2.000      2.000      1.052   4844.000  3
     1.000      2.000      1.000      3.000      0.000      3.000      1.044   4845.000  3
     1.000      1.000      1.000      3.000      2.000      3.000      0.522   4846.000  3
     1.000      1.000      2.000      1.000      1.000      1.000      2.610   4847.000  3
     1.000      1.000      2.000      3.000      1.000      1.000      1.566   4849.000  3
     1.000      1.000      1.000      3.000      1.000      3.000      1.566   4850.000  3
     2.000      1.000      3.000      1.000      2.000      0.000      1.044   4853.000  3
     1.000      1.000      3.000      2.000      1.000      1.000      0.522   4854.000  3
     1.000      1.000      2.000      1.000      2.000      2.000      0.522   4855.000  3
     1.000      1.000      3.000      2.000      2.000      1.000      1.044   4856.000  3
     1.000      1.000      3.000      3.000      3.000      1.000      1.566   4857.000  3
     1.000      1.000      3.000 *               3.000      1.000      1.044   4859.000  3
     1.000      0.000      0.000      2.000      2.000      0.000      1.044   4866.000  3
     0.000      1.000      1.000      1.000      0.000      3.000      3.132   4869.000  3
     1.000      1.000      2.000      1.000      2.000      1.000      1.044   4873.000  3
     1.000      1.000      2.000      1.000      0.000      3.000      1.044   4875.000  3
     1.000      1.000      2.000      1.000      1.000      1.000      2.610   4880.000  3
     1.000      2.000      1.000      2.000      1.000      1.000      0.522   4881.000  3
     1.000      1.000      2.000 *               1.000      1.000      1.052   4883.000  3
     2.000      2.000      3.000      2.000      3.000      2.000      1.044   4886.000  3
*               1.000      2.000      1.000      3.000      1.000      0.522   4890.000  3
     1.000      1.000      2.000 *               2.000      1.000      2.104   4896.000  3
     0.000      0.000      4.000      2.000      0.000      0.000      1.044   4897.000  3
     0.000      2.000      0.000      1.000      1.000      1.000      0.522   4899.000  3
     0.000      0.000      0.000      0.000      0.000      0.000      1.044   4908.000  3
     2.000      1.000      3.000      3.000      3.000      1.000      0.533   4911.000  3
     3.000      2.000      2.000      1.000      1.000      1.000      1.044   4922.000  3
     0.000      0.000      3.000 *               3.000      1.000      0.559   4928.000  3
     1.000      1.000      0.000      3.000      1.000      3.000      1.044   4929.000  3
     1.000      1.000      1.000      2.000      1.000      1.000      2.088   4930.000  3
     1.000      1.000      3.000      3.000      3.000      1.000      0.522   4936.000  3
     1.000      1.000      2.000      3.000      2.000      1.000      1.044   4937.000  3
     1.000      1.000      3.000      1.000      2.000      1.000      1.044   4938.000  3
     1.000      1.000      3.000 *               2.000      0.000      0.559   4940.000  3
     2.000      1.000      3.000      1.000      3.000      1.000      0.522   4941.000  3
     1.000      1.000      1.000      3.000      1.000      3.000      2.610   4942.000  3
     2.000      1.000      3.000      2.000      2.000      1.000      1.044   4944.000  3
     1.000      1.000      3.000      2.000      1.000      1.000      1.044   4945.000  3
     1.000      1.000      2.000      2.000      2.000      1.000      1.044   4947.000  3
     1.000      1.000      2.000      3.000      1.000      1.000      2.088   4950.000  3
     1.000      1.000      1.000      3.000      1.000      3.000      0.522   4955.000  3
     1.000      1.000      1.000      3.000      1.000      3.000      1.044   4960.000  3
     0.000      0.000      3.000      1.000      3.000      1.000      1.066   4961.000  3
     1.000      2.000      1.000      3.000      1.000      2.000      1.066   4962.000  3
     1.000      1.000      1.000      2.000      1.000      2.000      1.066   4963.000  3
     4.000      4.000      4.000 *               4.000      0.000      1.117   4965.000  3
     0.000      0.000      0.000      1.000      1.000      1.000      1.066   4968.000  3
     2.000      2.000      4.000      2.000      2.000      0.000      2.132   4969.000  3
     1.000      1.000      3.000      1.000      3.000      1.000      0.533   4970.000  3
     1.000      0.000      3.000      1.000      3.000      0.000      1.066   4971.000  3
     2.000      1.000      3.000      2.000      3.000      1.000      1.066   4972.000  3
     3.000      0.000      1.000      1.000      2.000      1.000      1.599   4973.000  3
     1.000      0.000      4.000      0.000      3.000      0.000      1.599   4974.000  3
     2.000      1.000      2.000      2.000      3.000      1.000      0.533   4975.000  3
     1.000      1.000      4.000 *               3.000      0.000      0.559   4978.000  3
     3.000      1.000      3.000 *               3.000      1.000      0.983   4980.000  3
     1.000      0.000      2.000      3.000      2.000      2.000      1.066   4982.000  3
     3.000      1.000      2.000      1.000      2.000      0.000      1.066   4985.000  3
     3.000      2.000      3.000      1.000      3.000      1.000      1.066   4989.000  3
     0.000      0.000      3.000      3.000      3.000      0.000      0.533   4990.000  3
     2.000      0.000      3.000      2.000      2.000      1.000      0.533   4999.000  3
     1.000      1.000      2.000 *               3.000      0.000      0.970   5001.000  3
     1.000      2.000      2.000      3.000      1.000      2.000      1.066   5003.000  3
     2.000      1.000      2.000      2.000      3.000      1.000      1.066   5006.000  3
     1.000      1.000      2.000      1.000      1.000      2.000      1.066   5008.000  3
     1.000      1.000      3.000      1.000      3.000      1.000      1.066   5010.000  3
     1.000      3.000      2.000      2.000      2.000      1.000      0.533   5014.000  3
     1.000      2.000      3.000      3.000      1.000      1.000      1.599   5017.000  3
     0.000      1.000      1.000      3.000      3.000      1.000      1.066   5019.000  3
     0.000      0.000      0.000 *               0.000      3.000      0.970   5028.000  3
     1.000      1.000      3.000      1.000      2.000      1.000      1.066   5030.000  3
     0.000      1.000      2.000      1.000      3.000      1.000      0.533   5032.000  3
     4.000      1.000      4.000 *               2.000      0.000      0.485   5034.000  3
     1.000      1.000      2.000      1.000      3.000      1.000      0.498   5041.000  3
     1.000      1.000      2.000      2.000      3.000      1.000      1.494   5044.000  3
     0.000      0.000      4.000 *               3.000      0.000      0.485   5046.000  3
     1.000      1.000      3.000      2.000      1.000      0.000      0.498   5048.000  3
     1.000      1.000      1.000      1.000      1.000      1.000      0.996   5049.000  3
     1.000      1.000      1.000      1.000      1.000      1.000      0.996   5050.000  3
     1.000      0.000      3.000 *               4.000      4.000      0.970   5052.000  3
     1.000      3.000      1.000      3.000      1.000      3.000      1.066   5056.000  3
     1.000      1.000      1.000      3.000      1.000      3.000      1.066   5057.000  3
     1.000      1.000      1.000      1.000      3.000      3.000      0.533   5058.000  3
     1.000      1.000      4.000      2.000      2.000      0.000      0.486   5063.000  3
     1.000      1.000      1.000      3.000      1.000      3.000      0.486   5064.000  3
     1.000      1.000      3.000      3.000      3.000      0.000      0.972   5065.000  3
     1.000      3.000      3.000      3.000      0.000      2.000      1.459   5066.000  3
     1.000      1.000      3.000      3.000      4.000      0.000      0.972   5070.000  3
     2.000      1.000      0.000      2.000      3.000      2.000      0.972   5071.000  3
     1.000      1.000      3.000      3.000      4.000      0.000      0.972   5074.000  3
     1.000      3.000      1.000      1.000      0.000      3.000      1.056   5082.000  3
     0.000      0.000      3.000 *               1.000      0.000      1.455   5084.000  3
     1.000      1.000      2.000      3.000      2.000      2.000      0.528   5088.000  3
     1.000      0.000      2.000      1.000      4.000      0.000      1.056   5089.000  3
     1.000      0.000      1.000      2.000      3.000      1.000      0.528   5091.000  3
     1.000      0.000      3.000      1.000      3.000      1.000      1.056   5093.000  3
     1.000      0.000      0.000      0.000      2.000      1.000      1.056   5098.000  3
     1.000      3.000      1.000      3.000      1.000      3.000      1.056   5102.000  3
     2.000      2.000      2.000      2.000      2.000      2.000      2.112   5103.000  3
     1.000      1.000      3.000      1.000      3.000      2.000      1.056   5105.000  3
     1.000      0.000      3.000      3.000      3.000      1.000      1.056   5109.000  3
     1.000      1.000      3.000      3.000      2.000      1.000      1.056   5116.000  3
     2.000      0.000      3.000      1.000      4.000      0.000      0.528   5126.000  3
     3.000      1.000      3.000      1.000      2.000      1.000      1.056   5128.000  3
     1.000      1.000      4.000      2.000      3.000      1.000      0.528   5131.000  3
     2.000      1.000      2.000      2.000      3.000      2.000      1.584   5133.000  3
     1.000      2.000      1.000      1.000      2.000      3.000      1.056   5135.000  3
     1.000      1.000      3.000      1.000      3.000      1.000      0.561   5138.000  3
     3.000      1.000      3.000      1.000      3.000      0.000      0.528   5147.000  3
     1.000      3.000      1.000      1.000      1.000      3.000      0.528   5149.000  3
     3.000      0.000      2.000      3.000      3.000      2.000      0.528   5152.000  3
     1.000      2.000      1.000      1.000      2.000      3.000      0.528   5153.000  3
     1.000      3.000      2.000      1.000      1.000      2.000      0.528   5157.000  3
     2.000      1.000      3.000      2.000      1.000      1.000      1.056   5162.000  3
     0.000      1.000      1.000      1.000      3.000      3.000      0.528   5168.000  3
     3.000      1.000      2.000      2.000      3.000      2.000      1.056   5169.000  3
     1.000      1.000      1.000      1.000      3.000      2.000      1.056   5170.000  3
     1.000      1.000      3.000      3.000      2.000      1.000      1.056   5171.000  3
     1.000      1.000      4.000      1.000      3.000      0.000      1.584   5177.000  3
     1.000      1.000      3.000      2.000      2.000      2.000      1.056   5180.000  3
     1.000      1.000      3.000      2.000      4.000      2.000      0.528   5183.000  3
     1.000      1.000      3.000      3.000      4.000      1.000      1.056   5188.000  3
