     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     1.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000
     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     1.000    -0.617     1.000     0.966    -0.548
     1.000    -0.557     0.421    -0.621     1.000     0.765    -0.631     0.864    -0.722     1.000
    -0.674     0.572    -0.806     0.468    -0.911     1.000     0.554    -0.395     0.372     0.000
     0.000     0.000     1.000     0.119     0.624     0.193     0.000     0.000     0.000     0.064
     1.000     0.529    -0.326     0.384     0.000     0.000     0.000     0.589    -0.201     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     1.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000
     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.661    -0.532     0.457     0.851    -0.677
     1.133    -0.332     0.210    -0.455     0.287     0.569    -0.359     0.778    -0.491     0.844
    -0.558     0.366    -0.804     0.469    -0.808     0.836     0.460    -0.478     0.522     0.000
     0.000     0.000     0.779    -0.293     0.306    -0.335     0.000     0.000     0.000    -0.488
     0.345     0.697    -0.726     0.793     0.000     0.000     0.000     1.169    -0.790     1.860
    -1.630     0.402     1.350     2.522    -0.868     1.120     2.013     3.632    -2.376    -1.007
    -0.136     1.299    -1.882    -0.299     0.347     2.821    -2.371    -0.827     0.102     1.696
    -1.131     0.564     1.284     2.841    -1.227    -0.116     1.030     1.722    -0.387     0.288
     1.317     2.166    -2.047    -1.076     0.048     0.564    -1.630     0.014     0.849     1.960
    -0.868     1.056     1.813     2.869    -2.376    -1.094    -0.110     1.260    -1.882    -0.043
     0.519     2.050    -2.371    -0.746     0.154     1.972    -1.131     0.769     1.521     2.533
    -1.227    -0.292     0.793     1.480    -0.387     0.304     1.169     1.772    -2.047    -1.235
    -0.181     0.415    -0.289     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
     0.000     0.000
