 0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00
 0.10000000E+01   -0.13153969E+00    0.10000000E+01    0.39191631E+00   -0.26676369E+00
 0.10000000E+01   -0.44130306E+00    0.21532038E+00   -0.24707773E+00    0.10000000E+01
 0.38450285E+00   -0.47451518E+00    0.54550575E+00   -0.20766951E+00    0.10000000E+01
 0.13727430E+00   -0.28513768E+00   -0.33717362E+00   -0.47289554E+00   -0.53478187E-01
 0.11227974E+01    0.27492924E-02    0.12353938E+01    0.50295282E+00   -0.18893039E+00
 0.11649454E+01   -0.18647843E+00    0.24612806E+00   -0.14779518E+00    0.12084243E+01
 0.31698820E+00   -0.40391616E+00    0.46639162E+00   -0.10421759E+00    0.11121724E+01
 0.41610862E+00   -0.56829856E-03   -0.55943368E+00   -0.81801945E-01   -0.90563692E-02
 0.11440216E+01   -0.26692613E+00    0.80943111E+00    0.47767918E+00   -0.30850036E+00
 0.10333341E+01   -0.68678634E+00    0.18153111E+00   -0.24552910E+00    0.97433827E+00
 0.15120162E+00   -0.37794720E+00    0.37464871E+00   -0.45268295E-01    0.69580726E+00
 0.48650119E+00   -0.26849723E+00    0.32594252E-03   -0.27876186E+00    0.13139592E+00
 0.80043525E+00   -0.43109136E-01    0.63120798E+00    0.30221605E+00   -0.17191928E+00
 0.75956619E+00   -0.20978758E+00    0.26694215E-01   -0.13704875E+00    0.70567687E+00
 0.27002055E+00   -0.19551506E+00    0.28534150E+00   -0.90059013E-01    0.73086952E+00
